Strain Name,Virus Type,GenBank Accession,Sequence Length,Pango Genome Lineage,Collection Date,Host,GenBank Host,Country,Mol Type
TAN/43/2009,Foot-and-mouth disease virus - type SAT 2,KF561727,648,-N/A-,Oct-09,Cattle,cattle,Tanzania,genomic RNA
TAN/19/99,Foot-and-mouth disease virus - type SAT 1,KF561714,663,-N/A-,1999,Cattle,cattle,Tanzania,genomic RNA
O/UGA/3/2002,Foot-and-mouth disease virus - type O,DQ165077,639,-N/A-,-N/A-,Unknown,-N/A-,Uganda,genomic RNA
TAN/14/2004,Foot-and-mouth disease virus - type O,KF561682,639,-N/A-,2004,Cattle,cattle,Tanzania,genomic RNA
ETH/69/2009,Foot-and-mouth disease virus - type SAT 2,KF112948,648,-N/A-,11/19/2009,Cattle,cattle,Ethiopia,genomic RNA
BOT 08/78,Foot-and-mouth disease virus - type SAT 2,KF112929,648,-N/A-,08-01-78,Cattle,cattle,Botswana,genomic RNA
ETH/53/2009,Foot-and-mouth disease virus - type SAT 2,KF112942,648,-N/A-,11/17/2009,Cattle,cattle,Ethiopia,genomic RNA
TAN/2/68 (T626/68),Foot-and-mouth disease virus - type A,KF561687,639,-N/A-,1968,Cattle,cattle,Tanzania,genomic RNA
TAN/17/2004,Foot-and-mouth disease virus - type O,KF561683,639,-N/A-,2004,Cattle,cattle,Tanzania,genomic RNA
BOT/3/77,Foot-and-mouth disease virus - type SAT 2,KF112928,648,-N/A-,09-01-77,Cattle,cattle,Botswana,genomic RNA
TAN/5/2009,Foot-and-mouth disease virus - type O,KF561685,639,-N/A-,May-09,Cattle,cattle,Tanzania,genomic RNA
K40/84,Foot-and-mouth disease virus - type O,HM756592,639,-N/A-,1984,Cattle,bovine,Kenya,genomic RNA
TAN/4/80,Foot-and-mouth disease virus - type A,KF561689,639,-N/A-,1980,Unknown,-N/A-,Tanzania,genomic RNA
ZIM/8/89,Foot-and-mouth disease virus - type SAT 2,KF112975,648,-N/A-,04/27/1989,Cattle,cattle,Zimbabwe,genomic RNA
ETH/67/2009,Foot-and-mouth disease virus - type SAT 2,KF112946,648,-N/A-,11/19/2009,Cattle,cattle,Ethiopia,genomic RNA
BUN/4/86,Foot-and-mouth disease virus - type SAT 2,KF112930,648,-N/A-,1986,Unknown,not known,Burundi,genomic RNA
EGY/21/2012,Foot-and-mouth disease virus - type SAT 2,KF112933,648,-N/A-,03/13/2012,Cattle,cattle,Egypt,genomic RNA
O/SUD/2/86,Foot-and-mouth disease virus - type O,DQ165075,639,-N/A-,-N/A-,Unknown,-N/A-,Sudan,genomic RNA
K141/00,Foot-and-mouth disease virus - type O,HM756610,639,-N/A-,2000,Cattle,bovine,Kenya,genomic RNA
KNP/1/85,Foot-and-mouth disease virus - type SAT 2,KF112958,648,-N/A-,11/21/1985,Antelope,Aepyceros melampus (impala),South Africa,genomic RNA
K31/08,Foot-and-mouth disease virus - type O,HM756639,639,-N/A-,2008,Cattle,bovine,Kenya,genomic RNA
KEN/7/2008 (K10/08),Foot-and-mouth disease virus - type A,KF561700,639,-N/A-,Feb-08,Cattle,cattle,Kenya,genomic RNA
ETH/75/2009,Foot-and-mouth disease virus - type SAT 2,KF112953,648,-N/A-,12/29/2009,Cattle,cattle,Ethiopia,genomic RNA
TOG/1/90,Foot-and-mouth disease virus - type SAT 2,KF112970,648,-N/A-,11-01-90,Cattle,cattle,Togo,genomic RNA
KEN/22/2009 (K63/09),Foot-and-mouth disease virus - type A,KF561703,639,-N/A-,Mar-09,Cattle,cattle,Kenya,genomic RNA
ETH/73/2009,Foot-and-mouth disease virus - type SAT 2,KF112951,648,-N/A-,11/19/2009,Cattle,cattle,Ethiopia,genomic RNA
K51/92,Foot-and-mouth disease virus - type O,HM756596,639,-N/A-,1992,Cattle,bovine,Kenya,genomic RNA
U18/06,Foot-and-mouth disease virus - type O,HM756627,639,-N/A-,2006,Cattle,bovine,Uganda,genomic RNA
TAN/25/99,Foot-and-mouth disease virus - type SAT 1,KF561716,663,-N/A-,1999,Cattle,cattle,Tanzania,genomic RNA
EGY/22/2012,Foot-and-mouth disease virus - type SAT 2,KF112934,648,-N/A-,03/13/2012,Cattle,cattle,Egypt,genomic RNA
K11/84,Foot-and-mouth disease virus - type O,HM756591,639,-N/A-,1984,Cattle,bovine,Kenya,genomic RNA
TAN/4/2004,Foot-and-mouth disease virus - type SAT 2,KF561722,648,-N/A-,2004,Cattle,cattle,Tanzania,genomic RNA
K120/64,Foot-and-mouth disease virus - type O,HM756587,639,-N/A-,1964,Cattle,bovine,Kenya,genomic RNA
ETH/2/2010,Foot-and-mouth disease virus - type SAT 2,KF112956,648,-N/A-,01/25/2010,Cattle,cattle,Ethiopia,genomic RNA
TAN/21/99,Foot-and-mouth disease virus - type SAT 1,KF561715,663,-N/A-,1999,Cattle,cattle,Tanzania,genomic RNA
TAN/21/2004,Foot-and-mouth disease virus - type SAT 2,KF561726,648,-N/A-,2004,Cattle,cattle,Tanzania,genomic RNA
ETH/74/2009,Foot-and-mouth disease virus - type SAT 2,KF112952,648,-N/A-,11/19/2009,Cattle,cattle,Ethiopia,genomic RNA
K11/08,Foot-and-mouth disease virus - type O,HM756637,639,-N/A-,2008,Cattle,bovine,Kenya,genomic RNA
ETH/56/2009,Foot-and-mouth disease virus - type SAT 2,KF112943,648,-N/A-,12-02-09,Cattle,cattle,Ethiopia,genomic RNA
TAN/11/2008,Foot-and-mouth disease virus - type A,KF561690,639,-N/A-,Aug-08,Cattle,cattle,Tanzania,genomic RNA
K1/08,Foot-and-mouth disease virus - type O,HM756635,639,-N/A-,2008,Cattle,bovine,Kenya,genomic RNA
TAN/1/85,Foot-and-mouth disease virus - type O,KF561676,639,-N/A-,1985,Cattle,cattle,Tanzania,genomic RNA
IVY/3/90,Foot-and-mouth disease virus - type SAT 2,KF112957,648,-N/A-,1990,Cattle,cattle,Cote dIvoire,genomic RNA
K2/07,Foot-and-mouth disease virus - type O,HM756629,639,-N/A-,2007,Cattle,bovine,Kenya,genomic RNA
KEN/42/66 (K18/66),Foot-and-mouth disease virus - type A,KF561699,639,-N/A-,1966,Unknown,-N/A-,Kenya,genomic RNA
K109/00,Foot-and-mouth disease virus - type O,HM756606,639,-N/A-,2000,Cattle,bovine,Kenya,genomic RNA
K131/85,Foot-and-mouth disease virus - type O,HM756593,639,-N/A-,1985,Cattle,bovine,Kenya,genomic RNA
TAN/16/2008,Foot-and-mouth disease virus - type O,KF561684,639,-N/A-,Sep-08,Cattle,cattle,Tanzania,genomic RNA
TAN/44/2009,Foot-and-mouth disease virus - type O,KF561686,639,-N/A-,Oct-09,Cattle,cattle,Tanzania,genomic RNA
K11/93,Foot-and-mouth disease virus - type O,HM756598,639,-N/A-,1993,Cattle,bovine,Kenya,genomic RNA
EGY/29/2012,Foot-and-mouth disease virus - type SAT 2,KF112936,648,-N/A-,05/19/2012,Cattle,cattle,Egypt,genomic RNA
TAN/9/98,Foot-and-mouth disease virus - type O,KF561677,639,-N/A-,10/22/1998,Cattle,cattle,Tanzania,genomic RNA
ETH/48/2009,Foot-and-mouth disease virus - type SAT 2,KF112939,648,-N/A-,08-12-09,Unknown,not known,Ethiopia,genomic RNA
K114/87,Foot-and-mouth disease virus - type O,HM756594,639,-N/A-,1987,Cattle,bovine,Kenya,genomic RNA
K31/05,Foot-and-mouth disease virus - type O,HM756623,639,-N/A-,2005,Cattle,bovine,Kenya,genomic RNA
EGY/17/2012,Foot-and-mouth disease virus - type SAT 2,KF112932,648,-N/A-,03-08-12,Water Buffalo,Bubalus bubalis (water buffalo),Egypt,genomic RNA
TAN/6/2004,Foot-and-mouth disease virus - type SAT 2,KF561723,648,-N/A-,2004,Cattle,cattle,Tanzania,genomic RNA
K50/06,Foot-and-mouth disease virus - type O,HM756626,639,-N/A-,2006,Cattle,bovine,Kenya,genomic RNA
TAN/3/80,Foot-and-mouth disease virus - type SAT 1,KF561709,663,-N/A-,1980,Cattle,cattle,Tanzania,genomic RNA
SWA/4/89,Foot-and-mouth disease virus - type SAT 2,KF112969,648,-N/A-,11-12-89,Cattle,cattle,Namibia,genomic RNA
K117/99,Foot-and-mouth disease virus - type O,HM756603,639,-N/A-,1999,Cattle,bovine,Kenya,genomic RNA
K79/02,Foot-and-mouth disease virus - type O,HM756616,639,-N/A-,2002,Cattle,bovine,Kenya,genomic RNA
EGY/31/2012,Foot-and-mouth disease virus - type SAT 2,KF112937,648,-N/A-,05/21/2012,Cattle,cattle,Egypt,genomic RNA
EGY/28/2012,Foot-and-mouth disease virus - type SAT 2,KF112935,648,-N/A-,05/17/2012,Cattle,cattle,Egypt,genomic RNA
ETH/77/2009,Foot-and-mouth disease virus - type SAT 2,KF112955,648,-N/A-,12/29/2009,Cattle,cattle,Ethiopia,genomic RNA
TAN/37/99,Foot-and-mouth disease virus - type SAT 1,KF561718,663,-N/A-,1999,Cattle,cattle,Tanzania,genomic RNA
T155/71,Foot-and-mouth disease virus - type SAT 1,KF561706,663,-N/A-,1971,Cattle,cattle,Tanzania,genomic RNA
K61/01,Foot-and-mouth disease virus - type O,HM756615,639,-N/A-,2001,Cattle,bovine,Kenya,genomic RNA
NGR/2/73,Foot-and-mouth disease virus - type A,KF561704,639,-N/A-,1973,Cattle,cattle,Niger,genomic RNA
K29/95,Foot-and-mouth disease virus - type O,HM756600,639,-N/A-,1995,Cattle,bovine,Kenya,genomic RNA
ETH/51/2009,Foot-and-mouth disease virus - type SAT 2,KF112940,648,-N/A-,11-05-09,Cattle,cattle,Ethiopia,genomic RNA
EGY/16/2012,Foot-and-mouth disease virus - type SAT 2,KF112931,648,-N/A-,03-08-12,Water Buffalo,Bubalus bubalis (water buffalo),Egypt,genomic RNA
TAN/5/96,Foot-and-mouth disease virus - type SAT 1,KF561711,663,-N/A-,1996,Cattle,cattle,Tanzania,genomic RNA
ETH/68/2009,Foot-and-mouth disease virus - type SAT 2,KF112947,648,-N/A-,11/19/2009,Cattle,cattle,Ethiopia,genomic RNA
O/Lam/GHA/2012,Foot-and-mouth disease virus - type O,KF305227,639,-N/A-,04/23/2012,Cattle,cattle,Ghana,genomic RNA
K32/08,Foot-and-mouth disease virus - type O,HM756640,639,-N/A-,2008,Cattle,bovine,Kenya,genomic RNA
K82/07,Foot-and-mouth disease virus - type O,HM756634,639,-N/A-,2007,Cattle,bovine,Kenya,genomic RNA
K63/00,Foot-and-mouth disease virus - type O,HM756605,639,-N/A-,2000,Cattle,bovine,Kenya,genomic RNA
K55/03,Foot-and-mouth disease virus - type O,HM756617,639,-N/A-,2003,Cattle,bovine,Kenya,genomic RNA
O/SUD/1/99,Foot-and-mouth disease virus - type O,DQ165076,639,-N/A-,-N/A-,Unknown,-N/A-,Sudan,genomic RNA
ZIM/9/89,Foot-and-mouth disease virus - type SAT 2,KF112976,648,-N/A-,05-04-89,Cattle,cattle,Zimbabwe,genomic RNA
TAN/3/2004,Foot-and-mouth disease virus - type O,KF561680,639,-N/A-,2004,Cattle,cattle,Tanzania,genomic RNA
MOZ/P13/2010 B16,Foot-and-mouth disease virus - type SAT 1,KF219691,663,-N/A-,09/14/2010,Bovine,African buffalo (Syncerus caffer),Mozambique,genomic RNA
ZIM/23/2003,Foot-and-mouth disease virus - type SAT 1,KF219690,663,-N/A-,2003,Cattle,cattle,Zimbabwe,genomic RNA
BOT/1/77,Foot-and-mouth disease virus - type SAT 1,KF219686,663,-N/A-,1977,Cattle,cattle,Botswana,genomic RNA
UNKNOWN-KF747340,Foot-and-mouth disease virus - type SAT 2,KF747340,563,-N/A-,01-05-13,Cattle,cattle,Egypt,genomic RNA
BOT/24/77,Foot-and-mouth disease virus - type SAT 1,KF219688,663,-N/A-,1977,Cattle,cattle,Botswana,genomic RNA
MOZ/P13/2010 B11,Foot-and-mouth disease virus - type SAT 3,KF219694,654,-N/A-,09/14/2010,Bovine,African buffalo (Syncerus caffer),Mozambique,genomic RNA
MOZ/P13/2010 B12,Foot-and-mouth disease virus - type SAT 3,KF219695,654,-N/A-,09/14/2010,Bovine,African buffalo (Syncerus caffer),Mozambique,genomic RNA
UGA-BUFF/21/70,Foot-and-mouth disease virus - type SAT 1,KF219682,663,-N/A-,1970,Bovine,African buffalo (Syncerus caffer),Uganda,genomic RNA
EGY 10/2011,Foot-and-mouth disease virus - type O,KC440883,7280,-N/A-,Oct-11,Unknown,-N/A-,Egypt,genomic RNA
MOZ/P13/2010 B22,Foot-and-mouth disease virus - type SAT 2,KF219692,648,-N/A-,09/14/2010,Bovine,African buffalo (Syncerus caffer),Mozambique,genomic RNA
MOZ/P13/2010 B7,Foot-and-mouth disease virus - type SAT 3,KF219693,654,-N/A-,09/14/2010,Bovine,African buffalo (Syncerus caffer),Mozambique,genomic RNA
UGA-BUFF/24/70,Foot-and-mouth disease virus - type SAT 2,KF219684,648,-N/A-,1970,Bovine,African buffalo (Syncerus caffer),Uganda,genomic RNA
EGY 3/2012,Foot-and-mouth disease virus - type SAT 2,KC440884,7288,-N/A-,Mar-12,Unknown,-N/A-,Egypt,genomic RNA
UGA-BUFF/27/70,Foot-and-mouth disease virus - type SAT 3,KF219685,654,-N/A-,Oct-70,Bovine,African buffalo (Syncerus caffer),Uganda,genomic RNA
UGA-BUFF/12/70,Foot-and-mouth disease virus - type SAT 2,KF219683,648,-N/A-,1970,Bovine,African buffalo (Syncerus caffer),Uganda,genomic RNA
UGA-BUFF/10/70,Foot-and-mouth disease virus - type SAT 1,KF219681,663,-N/A-,1970,Bovine,African buffalo (Syncerus caffer),Uganda,genomic RNA
BOT/17/77,Foot-and-mouth disease virus - type SAT 1,KF219687,663,-N/A-,1977,Mammal,Tragelaphus strepsiceros (greater kudu),Botswana,genomic RNA
ZIM/14/2002,Foot-and-mouth disease virus - type SAT 2,KF219689,648,-N/A-,08-01-02,Cattle,cattle,Zimbabwe,genomic RNA
EGY 1/2012,Foot-and-mouth disease virus - type A,KC440882,7295,-N/A-,Jan-12,Unknown,-N/A-,Egypt,genomic RNA
EGY 9/2011,Foot-and-mouth disease virus - type A,KC440881,7281,-N/A-,Sep-11,Unknown,-N/A-,Egypt,genomic RNA
A/KEN/22/2009,Foot-and-mouth disease virus - type A,KF112912,2205,-N/A-,03-01-09,Cattle,cattle,Kenya,genomic RNA
A/UGA/13/66,Foot-and-mouth disease virus - type A,KF112925,2205,-N/A-,02-05-66,Cattle,cattle,Uganda,genomic RNA
A/ETH/9/2008,Foot-and-mouth disease virus - type A,KF112903,2205,-N/A-,08-01-08,Cattle,cattle,Ethiopia,genomic RNA
A/EGY/1/72,Foot-and-mouth disease virus - type A,KF112901,2205,-N/A-,05/13/1972,Cattle,cattle,Egypt,genomic RNA
A/NGR/2/73,Foot-and-mouth disease virus - type A,KF112914,2205,-N/A-,1973,Cattle,cattle,Niger,genomic RNA
EGY/H1Fay/2012,Foot-and-mouth disease virus - type SAT 2,KF055861,648,-N/A-,03-02-12,Cattle,cattle,Egypt,genomic RNA
A/KEN/42/66,Foot-and-mouth disease virus - type A,KF112910,2205,-N/A-,01/27/1967,Unknown,-N/A-,Kenya,genomic RNA
EGY/H1Ghb/2012,Foot-and-mouth disease virus - type SAT 2,KF055860,648,-N/A-,03-02-12,Cattle,cattle,Egypt,genomic RNA
A/SUD/1/2006,Foot-and-mouth disease virus - type A,KF112917,2205,-N/A-,11-09-06,Cattle,cattle,Sudan,genomic RNA
A/KEN/1/2003,Foot-and-mouth disease virus - type A,KF112911,2205,-N/A-,11/18/2003,Cattle,cattle,Kenya,genomic RNA
A/EGY/1/2006,Foot-and-mouth disease virus - type A,KF112902,2205,-N/A-,02-09-06,Cattle,cattle,Egypt,genomic RNA
A/SUD/3/77,Foot-and-mouth disease virus - type A,KF112916,2205,-N/A-,1977,Unknown,-N/A-,Sudan,genomic RNA
A/LIB/14/2009,Foot-and-mouth disease virus - type A,KF112913,2205,-N/A-,02/20/2009,Cattle,cattle,Libya,genomic RNA
A/TOG/9/2005,Foot-and-mouth disease virus - type A,KF112921,2205,-N/A-,07/14/2005,Cattle,cattle,Togo,genomic RNA
K87/91,Foot-and-mouth disease virus - type A,KJ440860,639,-N/A-,1991,Cattle,cattle,Kenya,genomic RNA
K83/85,Foot-and-mouth disease virus - type A,KJ440859,639,-N/A-,1985,Cattle,cattle,Kenya,genomic RNA
K60/01,Foot-and-mouth disease virus - type A,KJ440867,639,-N/A-,2001,Cattle,cattle,Kenya,genomic RNA
CAR/1/2005,Foot-and-mouth disease virus - type SAT 2,JX570615,648,-N/A-,05/19/2005,Cattle,cattle,Cameroon,genomic RNA
A/NIG/20/2009,Foot-and-mouth disease virus - type A,JN680728,2983,-N/A-,2009,Cattle,cattle,Nigeria,genomic RNA
FMD/A/1D/Egypt/AL-Fayoum/2013,Foot-and-mouth disease virus - type A,KJ210071,694,-N/A-,2013,Cattle,cattle,Egypt,genomic RNA
A/NIG/10/2009,Foot-and-mouth disease virus - type A,JN680718,2983,-N/A-,2009,Cattle,cattle,Nigeria,genomic RNA
KNP/3/10,Foot-and-mouth disease virus - type SAT 2,JQ950548,384,-N/A-,2010,Unknown,-N/A-,South Africa,genomic RNA
FMD/Sat2/3D/Egypt/Sharkia/2013,Foot-and-mouth disease virus - type SAT 2,KJ210080,728,-N/A-,2013,Cattle,cattle,Egypt,genomic RNA
FMD/O/3D/Egypt/Ismaalia/2013,Foot-and-mouth disease virus - type O,KJ210076,745,-N/A-,2013,Cattle,cattle,Egypt,genomic RNA
A/NIG/4/2009,Foot-and-mouth disease virus - type A,JN680712,2983,-N/A-,2009,Cattle,cattle,Nigeria,genomic RNA
A/NIG/13/2009,Foot-and-mouth disease virus - type A,JN680721,2983,-N/A-,2009,Cattle,cattle,Nigeria,genomic RNA
K28/78,Foot-and-mouth disease virus - type A,KJ440841,639,-N/A-,1978,Cattle,cattle,Kenya,genomic RNA
ZIM/3/10,Foot-and-mouth disease virus - type SAT 3,JX088745,390,-N/A-,2010,Unknown,-N/A-,Zimbabwe,genomic RNA
O/BEN/1/2010,Foot-and-mouth disease virus - type O,KC832973,639,-N/A-,07/26/2010,Cattle,cattle,Benin,genomic RNA
KEN/11/2009,Foot-and-mouth disease virus - type SAT 2,JX570628,648,-N/A-,02-01-09,Cattle,cattle,Kenya,genomic RNA
FMD/O/3D/Egypt/EL-Mania/2013,Foot-and-mouth disease virus - type O,KJ210077,736,-N/A-,2013,Cattle,cattle,Egypt,genomic RNA
O/BEN/40/2010,Foot-and-mouth disease virus - type O,KC832986,639,-N/A-,06/26/2010,Cattle,cattle,Benin,genomic RNA
K73/08,Foot-and-mouth disease virus - type A,KJ440870,639,-N/A-,2008,Cattle,cattle,Kenya,genomic RNA
EGY/6/2012,Foot-and-mouth disease virus - type SAT 2,JX570621,648,-N/A-,02/27/2012,Cattle,cattle,Egypt,genomic RNA
A/NIG/8/2009,Foot-and-mouth disease virus - type A,JN680716,2983,-N/A-,2009,Cattle,cattle,Nigeria,genomic RNA
LIB/7/2003,Foot-and-mouth disease virus - type SAT 2,JX570632,648,-N/A-,06-09-03,Cattle,cattle,Libya,genomic RNA
EGY/9/2012,Foot-and-mouth disease virus - type SAT 2,JX570622,648,-N/A-,02/29/2012,Cattle,cattle,Egypt,genomic RNA
A/NIG/19/2009,Foot-and-mouth disease virus - type A,JN680727,2983,-N/A-,2009,Cattle,cattle,Nigeria,genomic RNA
O/BEN/32/2010,Foot-and-mouth disease virus - type O,KC832984,639,-N/A-,08-01-10,Cattle,cattle,Benin,genomic RNA
K143/12,Foot-and-mouth disease virus - type A,KJ440873,639,-N/A-,2012,Cattle,cattle,Kenya,genomic RNA
A/NIG/3/2009,Foot-and-mouth disease virus - type A,JN680711,2983,-N/A-,2009,Cattle,cattle,Nigeria,genomic RNA
O/BEN/42/2010,Foot-and-mouth disease virus - type O,KC832987,639,-N/A-,07/30/2010,Cattle,cattle,Benin,genomic RNA
EGY/11/2012,Foot-and-mouth disease virus - type SAT 2,JX570624,648,-N/A-,02/29/2012,Cattle,cattle,Egypt,genomic RNA
K3/13,Foot-and-mouth disease virus - type A,KJ440876,639,-N/A-,2013,Cattle,cattle,Kenya,genomic RNA
A/NIG/1/2009,Foot-and-mouth disease virus - type A,JN680709,2983,-N/A-,2009,Cattle,cattle,Nigeria,genomic RNA
K16/80,Foot-and-mouth disease virus - type A,KJ440847,639,-N/A-,1980,Cattle,cattle,Kenya,genomic RNA
EGY/13/2012,Foot-and-mouth disease virus - type SAT 2,JX570625,648,-N/A-,03-01-12,Cattle,cattle,Egypt,genomic RNA
K4/81,Foot-and-mouth disease virus - type A,KJ440850,639,-N/A-,1981,Cattle,cattle,Kenya,genomic RNA
MOZ/1/10,Foot-and-mouth disease virus - type SAT 2,JQ950549,384,-N/A-,2010,Unknown,-N/A-,Mozambique,genomic RNA
O/BEN/28/2010,Foot-and-mouth disease virus - type O,KC832982,639,-N/A-,08-06-10,Cattle,cattle,Benin,genomic RNA
K50/81,Foot-and-mouth disease virus - type A,KJ440849,639,-N/A-,1981,Cattle,cattle,Kenya,genomic RNA
LIB/39/2012,Foot-and-mouth disease virus - type SAT 2,JX570633,648,-N/A-,02/16/2012,Cattle,cattle,Libya,genomic RNA
EGY/14/2012,Foot-and-mouth disease virus - type SAT 2,JX570626,648,-N/A-,03-03-12,Cattle,cattle,Egypt,genomic RNA
K1/97,Foot-and-mouth disease virus - type A,KJ440865,639,-N/A-,1997,Cattle,cattle,Kenya,genomic RNA
K288/83,Foot-and-mouth disease virus - type A,KJ440854,639,-N/A-,1983,Cattle,cattle,Kenya,genomic RNA
O/BEN/20/2010,Foot-and-mouth disease virus - type O,KC832977,639,-N/A-,08/18/2010,Cattle,cattle,Benin,genomic RNA
LIB/2/2013,Foot-and-mouth disease virus - type O,KJ206909,8159,-N/A-,09-01-13,Cattle,cattle,Libya,genomic RNA
K51/81,Foot-and-mouth disease virus - type A,KJ440853,639,-N/A-,1981,Cattle,cattle,Kenya,genomic RNA
A/BEN/36/2010,Foot-and-mouth disease virus - type A,KC832972,636,-N/A-,08-11-10,Cattle,cattle,Benin,genomic RNA
A/NIG/15/2009,Foot-and-mouth disease virus - type A,JN680723,2983,-N/A-,2009,Cattle,cattle,Nigeria,genomic RNA
K67/85,Foot-and-mouth disease virus - type A,KJ440858,639,-N/A-,1985,Cattle,cattle,Kenya,genomic RNA
K7/81,Foot-and-mouth disease virus - type A,KJ440851,639,-N/A-,1981,Cattle,cattle,Kenya,genomic RNA
K158/80,Foot-and-mouth disease virus - type A,KJ440845,639,-N/A-,1980,Cattle,cattle,Kenya,genomic RNA
K18/66,Foot-and-mouth disease virus - type A,KJ440839,639,-N/A-,1966,Cattle,cattle,Kenya,genomic RNA
O/BEN/26/2010,Foot-and-mouth disease virus - type O,KC832981,639,-N/A-,06-10-10,Cattle,cattle,Benin,genomic RNA
A/NIG/14/2009,Foot-and-mouth disease virus - type A,JN680722,2983,-N/A-,2009,Cattle,cattle,Nigeria,genomic RNA
FMD/A/3D/Egypt/AL-Fayoum/2013,Foot-and-mouth disease virus - type A,KJ210072,705,-N/A-,2013,Cattle,cattle,Egypt,genomic RNA
A/NIG/9/2009,Foot-and-mouth disease virus - type A,JN680717,2983,-N/A-,2009,Cattle,cattle,Nigeria,genomic RNA
A/NIG/21/2009,Foot-and-mouth disease virus - type A,JN680729,2983,-N/A-,2009,Cattle,cattle,Nigeria,genomic RNA
K9/94,Foot-and-mouth disease virus - type A,KJ440863,639,-N/A-,1994,Cattle,cattle,Kenya,genomic RNA
EGY/4/2012,Foot-and-mouth disease virus - type SAT 2,JX570619,648,-N/A-,02/27/2012,Cattle,cattle,Egypt,genomic RNA
A/NIG/2/2009,Foot-and-mouth disease virus - type A,JN680710,2983,-N/A-,2009,Cattle,cattle,Nigeria,genomic RNA
K5/80,Foot-and-mouth disease virus - type A,KJ440848,639,-N/A-,1980,Cattle,cattle,Kenya,genomic RNA
A/NIG/17/2009,Foot-and-mouth disease virus - type A,JN680725,2983,-N/A-,2009,Cattle,cattle,Nigeria,genomic RNA
FMD/Sat2/1D/Egypt/Sharkia/2013,Foot-and-mouth disease virus - type SAT 2,KJ210079,770,-N/A-,2013,Cattle,cattle,Egypt,genomic RNA
K73/01,Foot-and-mouth disease virus - type A,KJ440866,639,-N/A-,2001,Cattle,cattle,Kenya,genomic RNA
A/NIG/5/2009,Foot-and-mouth disease virus - type A,JN680713,2983,-N/A-,2009,Cattle,cattle,Nigeria,genomic RNA
EGY/2/2012,Foot-and-mouth disease virus - type SAT 2,JX570617,648,-N/A-,02/17/2012,Cattle,cattle,Egypt,genomic RNA
ZIM/2/10,Foot-and-mouth disease virus - type SAT 3,JQ950552,417,-N/A-,2010,Unknown,-N/A-,Zimbabwe,genomic RNA
O/BEN/22/2010,Foot-and-mouth disease virus - type O,KC832979,639,-N/A-,08-05-10,Cattle,cattle,Benin,genomic RNA
K151/79,Foot-and-mouth disease virus - type A,KJ440844,639,-N/A-,1979,Cattle,cattle,Kenya,genomic RNA
FMD/O/1D/Egypt/Ismaalia/2013,Foot-and-mouth disease virus - type O,KJ210075,704,-N/A-,2013,Cattle,cattle,Egypt,genomic RNA
K293/83,Foot-and-mouth disease virus - type A,KJ440855,639,-N/A-,1983,Cattle,cattle,Kenya,genomic RNA
O/BEN/33/2010,Foot-and-mouth disease virus - type O,KC832985,639,-N/A-,08-01-10,Cattle,cattle,Benin,genomic RNA
NIG/2/2007,Foot-and-mouth disease virus - type SAT 2,JX570636,648,-N/A-,09-01-07,Cattle,cattle,Nigeria,genomic RNA
O/BEN/9/2010,Foot-and-mouth disease virus - type O,KC832975,639,-N/A-,07/26/2010,Cattle,cattle,Benin,genomic RNA
FMD/O/1D/Egypt/Alexandria/2013,Foot-and-mouth disease virus - type O,KJ210073,700,-N/A-,2013,Cattle,cattle,Egypt,genomic RNA
KEN/13/2009,Foot-and-mouth disease virus - type SAT 2,JX570629,648,-N/A-,02-01-09,Cattle,cattle,Kenya,genomic RNA
O/BEN/21/2010,Foot-and-mouth disease virus - type O,KC832978,639,-N/A-,08-05-10,Cattle,cattle,Benin,genomic RNA
K35/80,Foot-and-mouth disease virus - type A,KJ440846,639,-N/A-,1980,Cattle,cattle,Kenya,genomic RNA
KNP/2/10,Foot-and-mouth disease virus - type SAT 2,JQ950550,384,-N/A-,2010,Unknown,-N/A-,South Africa,genomic RNA
A/NIG/11/2009,Foot-and-mouth disease virus - type A,JN680719,2983,-N/A-,2009,Cattle,cattle,Nigeria,genomic RNA
K11/92,Foot-and-mouth disease virus - type A,KJ440861,639,-N/A-,1992,Cattle,cattle,Kenya,genomic RNA
